Loading data ...
Traceback (most recent call last):
  File "grid_knn_demo.py", line 214, in <module>
    VALIDATION = ('validation' == sys.argv[1])
IndexError: list index out of range
Loading data ...
Bayesian Optimization mode. Taking last 10% of training as test set.
[31mInitialization[0m
[94m--------------------------------------------------------------------------------------------------------------------------------------[0m
 Step |   Time |      Value |   n_neighbors |        th |    w_hour |   w_log10acc |   w_weekday |       w_x |       w_y |    w_year | 
   17 | 10m29s |    0.53122 |       11.6206 |   14.0743 |    9.8158 |      19.8010 |      3.3728 |  628.7702 | 1724.3884 |    4.0746 | 
   18 | 12m25s |    0.51381 |        8.0249 |   10.1569 |    3.9847 |      10.7902 |      7.5906 |  416.6005 |  532.9703 |    9.9528 | 
   19 | 11m50s |    0.54066 |       34.8109 |   11.9332 |    8.1555 |      11.6061 |      2.7975 |  512.3499 | 1811.8651 |   10.6068 | 
   20 | 11m42s |    0.53929 |       26.8893 |    5.7485 |    6.9780 |       8.7388 |      5.0362 |  875.3421 | 1432.0175 |    4.0020 | 
   21 | 12m11s |    0.51237 |       18.0795 |    6.4851 |    7.3900 |      11.3225 |      3.3239 |  931.4252 |  542.8836 |   19.5801 | 
   22 | 10m33s |    0.49590 |        5.3445 |    7.9516 |    2.0560 |      25.2112 |      2.1441 |  881.4922 | 1567.0041 |    2.8599 | 
   23 | 11m52s |    0.53803 |       31.1188 |   11.9719 |    3.3594 |       5.6499 |      5.8599 |  929.1726 | 1231.4927 |    8.8958 | 
   24 | 12m11s |    0.54122 |       20.2068 |    6.8641 |    2.8579 |       6.6289 |      4.3088 |  630.8508 |  873.1762 |    7.0388 | 
   25 | 11m28s |    0.54092 |       31.7909 |   11.3044 |    7.8273 |      16.7539 |      4.9664 |  972.5390 | 1991.5644 |    5.9223 | 
   26 | 12m42s |    0.50680 |        6.4077 |    2.2542 |    3.2599 |      11.5003 |      7.6332 |  650.2404 | 1489.3081 |    5.6998 | 
   27 | 11m16s |    0.53696 |       22.6794 |   10.7700 |    3.3041 |      19.0099 |      1.5768 |  869.3276 | 1860.1576 |    5.4930 | 
   28 | 12m22s |    0.54155 |       29.6878 |    9.1832 |    9.5260 |      14.6820 |      7.5878 |  827.7752 | 1936.6601 |   19.0588 | 
   29 | 12m25s |    0.51733 |       10.7709 |    5.5787 |    8.6641 |      21.7593 |      5.5382 |  710.3705 |  568.9732 |    2.5137 | 
   30 | 12m35s |    0.53953 |       30.9734 |   11.3768 |    4.1117 |       6.4820 |      1.5301 |  309.4212 | 1268.1946 |   11.2258 | 
   31 | 13m12s |    0.51995 |       13.2001 |   11.5113 |    2.7564 |      22.2990 |      2.6111 |  974.4874 |  535.9942 |   15.3485 | 
   32 | 13m16s |    0.54235 |       39.5675 |   10.2101 |    3.0164 |      15.6653 |      2.9517 |  530.9717 | 1592.6611 |    5.8059 | 
[31mBayesian Optimization[0m
[94m--------------------------------------------------------------------------------------------------------------------------------------[0m
 Step |   Time |      Value |   n_neighbors |        th |    w_hour |   w_log10acc |   w_weekday |       w_x |       w_y |    w_year | 
   33 | 13m31s |    0.54743 |       26.3009 |    6.1030 |    4.0200 |      14.1002 |      3.6727 |  524.2046 | 1205.4543 |    8.4795 | 
   34 | 12m17s |    0.52806 |        9.0945 |    8.4979 |    4.8457 |      25.7520 |      6.6334 |  560.9418 | 1951.5733 |   12.9303 | 
   35 | 13m58s |    0.54265 |       27.4959 |   13.9966 |    3.0224 |      16.8706 |      6.4276 |  643.2269 | 1044.6754 |    8.3292 | 
   36 | 13m15s |    0.54683 |       25.1956 |    6.0998 |    3.5209 |      12.3647 |      3.6734 |  546.0214 |  955.4700 |    8.9179 | 
   37 | 12m20s |    0.52796 |       38.1232 |   14.9941 |    1.5478 |      27.7862 |      3.5007 |  955.0879 | 1777.2054 |   11.3076 | 
   38 | 12m20s |    0.51892 |       11.8143 |    5.3442 |    2.3629 |       6.8199 |      8.8370 |  594.9790 | 1016.6848 |   15.4795 | 
   39 | 13m28s |    0.53501 |       29.1559 |   12.3406 |    4.7375 |      14.7679 |      9.3779 |  776.6026 |  832.6681 |   11.5014 | 
   40 | 13m15s |    0.54713 |       27.0979 |    7.0467 |    3.8211 |      14.3316 |      2.8783 |  508.4989 | 1116.8631 |   10.6096 | 
   41 | 14m21s | [35m   0.54808[0m | [32m      26.7176[0m | [32m   5.9407[0m | [32m   3.2818[0m | [32m     16.7234[0m | [32m     3.8053[0m | [32m 503.1547[0m | [32m1071.5005[0m | [32m   9.4538[0m | 
   42 | 13m20s |    0.54596 |       25.2525 |    5.3988 |    2.8573 |      14.8846 |      3.0674 |  528.5505 | 1230.1350 |    9.9194 | 
   43 | 13m45s |    0.53119 |       36.9533 |    8.0984 |    1.9070 |      26.5397 |      6.7101 |  596.9079 | 1939.5238 |    4.6708 | 
   44 | 13m21s |    0.54238 |       33.5028 |    5.7666 |    7.7487 |      27.0865 |      5.8481 |  709.3947 | 1733.0349 |    3.8359 | 
   45 | 13m50s | [35m   0.54844[0m | [32m      28.7002[0m | [32m   5.4848[0m | [32m   3.6170[0m | [32m     14.3511[0m | [32m     3.1571[0m | [32m 487.2522[0m | [32m1001.9209[0m | [32m   8.8743[0m | 
   46 | 14m08s |    0.53620 |       24.0258 |   13.7569 |    1.9104 |      22.9988 |      5.2796 |  423.3860 | 1456.6204 |   14.2514 | 
   47 | 15m12s |    0.54398 |       36.5573 |   10.5243 |    2.8594 |      26.4903 |      4.7890 |  616.5349 |  906.9695 |    9.0223 | 
   48 | 13m44s |    0.54760 |       31.6873 |    8.1553 |    3.7355 |      17.3214 |      3.5894 |  475.1138 | 1269.0231 |    7.8875 | 
   49 | 12m49s |    0.53413 |       12.4885 |    3.2159 |    3.5573 |      19.0996 |      5.0697 |  553.2027 | 1955.1749 |   10.7104 | 
   50 | 13m26s |    0.54741 |       30.6519 |    7.0137 |    3.8088 |      16.8622 |      3.4257 |  585.8903 | 1135.0083 |    8.4327 | 
   51 | 13m45s |    0.54660 |       31.8174 |    9.9486 |    3.5128 |      18.2921 |      4.6189 |  582.1447 | 1198.4305 |    8.4542 | 
   52 | 22m16s | [35m   0.54857[0m | [32m      26.7615[0m | [32m   6.9226[0m | [32m   3.5985[0m | [32m     16.1636[0m | [32m     2.9260[0m | [32m 498.4315[0m | [32m1075.7429[0m | [32m   7.7798[0m | 
   53 | 24m43s |    0.54812 |       29.7972 |    7.9672 |    3.7372 |      15.2618 |      3.9183 |  482.4505 | 1019.2004 |    8.3274 | 
   54 | 17m35s |    0.54647 |       29.8649 |    7.9231 |    2.8151 |      14.4933 |      3.5039 |  502.3176 | 1214.6193 |    8.1335 | 
   55 | 14m29s |    0.54747 |       27.9411 |    8.8654 |    4.3368 |      16.4033 |      3.7582 |  567.0131 | 1143.8677 |    7.6604 | 
   56 | 14m22s |    0.54844 |       28.2720 |    6.4934 |    4.5726 |      16.6413 |      3.3949 |  457.2233 |  990.7990 |    8.8882 | 
   57 | 13m33s |    0.54789 |       27.3659 |    6.4576 |    4.1311 |      15.7359 |      3.3485 |  543.8655 |  963.3394 |    8.9136 | 
   58 | 13m26s |    0.54784 |       27.5581 |    7.2968 |    4.2706 |      18.5157 |      3.6293 |  499.3037 | 1317.6832 |    8.9907 | 
   59 | 14m24s |    0.54818 |       28.4592 |    6.3490 |    3.9863 |      16.4769 |      3.1931 |  446.6241 | 1202.3704 |    8.9712 | 
   60 | 13m15s |    0.54700 |       29.7513 |    7.5954 |    4.1923 |      18.3478 |      4.5929 |  533.4344 | 1308.7008 |    6.9326 | 
   61 | 15m14s |    0.54757 |       30.7065 |    8.5049 |    3.9382 |      21.3383 |      4.0130 |  597.7120 | 1106.5695 |    8.1518 | 
   62 | 13m46s |    0.54702 |       31.1646 |    8.9772 |    4.3174 |      19.4871 |      3.4199 |  560.3980 | 1410.4269 |    7.6860 | 
   63 | 13m50s | [35m   0.54881[0m | [32m      28.7214[0m | [32m   7.8212[0m | [32m   3.9191[0m | [32m     18.8711[0m | [32m     3.6952[0m | [32m 471.3308[0m | [32m1084.5749[0m | [32m   8.4844[0m | 
   64 | 13m31s |    0.54783 |       28.4576 |    8.2401 |    3.4853 |      18.5610 |      3.7629 |  516.8175 | 1219.8430 |    8.2435 | 
   65 | 13m42s |    0.54801 |       30.7831 |    7.9454 |    4.6557 |      18.3236 |      3.9031 |  510.7094 | 1151.9952 |    8.7998 | 
   66 | 14m23s | [35m   0.54881[0m | [32m      30.7652[0m | [32m   6.7377[0m | [32m   3.5995[0m | [32m     18.4334[0m | [32m     3.5791[0m | [32m 472.9779[0m | [32m 896.1224[0m | [32m   7.6772[0m | 
   67 | 13m32s |    0.54519 |       32.7432 |    9.0578 |    3.3482 |      19.4355 |      4.3057 |  627.5350 |  856.4277 |    7.6120 | 
   68 | 12m59s |    0.54482 |       30.6810 |    7.2630 |    5.7789 |      21.9145 |      4.7274 |  566.0027 | 1711.0263 |    5.8974 | 
   69 | 14m29s |    0.54828 |       29.4882 |    6.3131 |    4.2641 |      20.5395 |      3.4662 |  449.9051 | 1241.5679 |    6.8996 | 
   70 | 14m04s |    0.54787 |       30.0396 |    7.2382 |    4.3134 |      19.6526 |      3.3924 |  549.4389 | 1167.5509 |    6.7584 | 
   71 | 13m59s |    0.54729 |       31.5805 |    6.7414 |    4.4109 |      21.8725 |      3.9398 |  536.4869 | 1441.8491 |    7.7008 | 
   72 | 14m03s | [35m   0.54926[0m | [32m      27.4624[0m | [32m   6.4412[0m | [32m   3.4023[0m | [32m     16.5326[0m | [32m     3.2803[0m | [32m 427.5185[0m | [32m 913.9247[0m | [32m   8.6517[0m | 
   73 | 13m05s |    0.54799 |       24.8628 |    6.3251 |    3.5422 |      14.4190 |      3.3438 |  448.6925 | 1122.4724 |    8.9679 | 
   74 | 13m30s |    0.54882 |       28.7566 |    6.4108 |    3.7544 |      17.6500 |      3.6663 |  479.5680 | 1040.9249 |    7.6714 | 
   75 | 13m16s |    0.54722 |       30.0809 |    7.9759 |    4.8760 |      21.4760 |      3.9240 |  468.3885 | 1361.6942 |    6.8589 | 
   76 | 12m26s |    0.54541 |       30.4710 |    9.0813 |    4.2631 |      18.5756 |      4.4284 |  730.3401 | 1174.5808 |    7.4288 | 
   77 | 12m41s |    0.54640 |       32.2705 |    8.3056 |    5.0893 |      21.0781 |      4.5638 |  616.5235 | 1332.5286 |    6.8532 | 
   78 | 12m43s |    0.54651 |       29.4059 |    6.9135 |    5.2199 |      19.1879 |      3.5891 |  563.7820 | 1460.5546 |    6.8498 | 
   79 | 14m21s |    0.54904 |       31.1251 |    6.7491 |    3.6020 |      19.6259 |      3.0734 |  418.2673 | 1113.4461 |    8.5579 | 
   80 | 11m48s |    0.54314 |       29.0977 |    8.9780 |    5.8083 |      18.8744 |      4.4869 |  855.6260 | 1462.7921 |    5.4630 | 
   81 | 13m36s |    0.54690 |       27.2426 |    7.7854 |    4.5140 |      21.6384 |      4.1719 |  607.8802 | 1421.9248 |    7.0187 | 
   82 | 13m29s |    0.54848 |       31.2869 |    6.8971 |    3.7876 |      20.7124 |      3.4362 |  521.7567 | 1180.0905 |    8.6805 | 
   83 | 12m58s |    0.54665 |       33.6971 |    8.8487 |    3.6409 |      18.8198 |      3.7408 |  593.8667 | 1159.7033 |    6.8607 | 
   84 | 11m24s |    0.53843 |       27.0995 |    8.8021 |    9.0895 |      19.7643 |      1.0857 |  509.1914 | 1755.7613 |   13.1839 | 
   85 | 12m45s |    0.54753 |       29.3914 |    7.1481 |    3.7787 |      20.4238 |      3.0870 |  501.5131 | 1382.8702 |    7.2933 | 
   86 | 13m05s |    0.54509 |       31.7064 |    8.1117 |    4.2934 |      19.2614 |      4.1116 |  519.6843 | 1696.6245 |    6.6238 | 
   87 | 13m31s |    0.54852 |       27.6879 |    6.7199 |    4.1741 |      22.3768 |      3.6706 |  467.8708 | 1287.9432 |    8.3707 | 
   88 | 13m33s |    0.54802 |       30.3004 |    7.4840 |    3.2654 |      17.5284 |      3.1037 |  523.9084 |  874.1874 |    9.1383 | 
   89 | 13m10s |    0.53319 |       26.6740 |    3.1844 |    3.7197 |      12.8551 |      1.1435 |  792.8061 |  638.0027 |   13.1859 | 
   90 | 13m33s |    0.54922 |       28.5487 |    6.4543 |    3.6486 |      18.5172 |      2.9670 |  438.9342 | 1044.2379 |    8.9198 | 
   91 | 13m29s |    0.54850 |       30.7179 |    7.4014 |    3.8248 |      21.7576 |      3.9361 |  486.6108 | 1155.8747 |    7.5203 | 
   92 | 13m18s |    0.52680 |       35.0258 |    7.9029 |    1.2210 |       6.4303 |      8.5035 |  258.5896 |  907.8931 |    4.0345 | 
   93 | 10m35s |    0.52533 |       15.3103 |   12.0773 |    9.5287 |       7.5579 |      2.8965 |  439.2080 | 1264.8215 |   18.9605 | 
   94 | 12m13s |    0.54613 |       31.2328 |    8.7555 |    4.5073 |      15.1746 |      3.9480 |  564.7681 | 1459.2323 |    7.6597 | 
   95 | 12m57s |    0.54583 |       19.0563 |    5.9161 |    5.5552 |      28.1253 |      1.9762 |  388.2885 | 1087.5768 |    7.5140 | 
   96 | 13m15s |    0.54552 |       28.7438 |    8.3580 |    4.7191 |      17.3540 |      4.1483 |  690.4201 | 1418.6370 |    6.8325 | 
   97 | 13m12s |    0.54696 |       29.6702 |    8.2716 |    4.3318 |      18.3768 |      4.3307 |  626.5134 | 1237.7675 |    8.9685 | 
   98 | 11m50s |    0.52669 |        9.0955 |    9.0313 |    8.7269 |      24.7888 |      4.3305 |  465.0963 |  780.8139 |    8.2962 | 
   99 | 15m18s |    0.52975 |       26.1765 |    1.9591 |    5.2122 |       5.4005 |      9.6276 |  857.0126 |  742.5109 |    8.7897 | 
  100 | 11m04s |    0.53678 |       31.1794 |    7.1853 |    9.7913 |      22.2030 |      1.2903 |  777.3734 | 1755.5633 |    3.3051 | 
  101 | 13m11s |    0.54880 |       29.1807 |    7.1028 |    4.3926 |      21.1785 |      2.9871 |  464.2242 | 1150.2953 |    8.1363 | 
  102 | 13m13s |    0.54866 |       23.9848 |    5.6462 |    4.5780 |      25.1798 |      2.9303 |  434.5879 | 1153.2498 |    6.9551 | 
  103 | 14m01s |    0.53583 |       16.2109 |    9.5010 |    2.9613 |      24.8742 |      3.2107 |  383.9260 |  853.0832 |   18.7868 | 
  104 | 13m04s |    0.54861 |       26.7759 |    6.2171 |    4.4734 |      23.5002 |      3.3944 |  525.0253 | 1165.3210 |    7.1184 | 
  105 | 13m56s | [35m   0.54968[0m | [32m      27.8852[0m | [32m   6.3805[0m | [32m   3.9294[0m | [32m     21.3415[0m | [32m     3.3574[0m | [32m 392.6233[0m | [32m 913.1391[0m | [32m   7.9157[0m | 
  106 | 13m25s |    0.54212 |       26.2154 |    5.1729 |    6.7644 |      19.0072 |      7.3962 |  519.2911 | 1493.4014 |   16.2764 | 
  107 | 13m00s |    0.54039 |       28.4923 |    3.4197 |    8.7508 |      16.7462 |      7.5284 |  591.8603 | 1130.4909 |    6.9155 | 
  108 | 13m34s |    0.53978 |       20.9976 |    8.0710 |    2.2270 |      22.1100 |      6.3828 |  375.1661 | 1181.4544 |    3.4811 | 
  109 | 11m30s |    0.54344 |       22.0539 |    7.2476 |    4.2483 |       9.9094 |      2.0359 |  416.5758 | 1349.2321 |    9.8873 | 
  110 | 11m38s |    0.54083 |       29.4223 |    6.6013 |    7.1333 |      18.5201 |      3.1119 |  725.3667 | 1161.8209 |    2.8696 | 
  111 | 11m51s |    0.54025 |       39.5255 |    9.1117 |    4.5237 |      20.0501 |      3.0381 |  822.0680 | 1568.3851 |    3.4864 | 
  112 | 10m43s |    0.54022 |       33.2259 |   12.1087 |    8.1433 |      16.5099 |      2.2915 |  905.3363 | 1767.5350 |    7.5481 | 
  113 | 13m27s |    0.54456 |       31.6683 |    3.5523 |    6.3170 |      28.5418 |      4.1804 |  688.6588 | 1233.5179 |    4.9632 | 
  114 | 13m03s |    0.54704 |       27.0260 |    5.3391 |    5.1598 |      25.6026 |      3.8623 |  522.5799 | 1370.3120 |    5.9579 | 
  115 | 13m44s |    0.54953 |       27.6169 |    6.0277 |    3.8915 |      22.3043 |      3.4420 |  426.8376 | 1044.2733 |    7.8830 | 
  116 | 13m24s |    0.54838 |       27.0250 |    6.2422 |    5.0786 |      23.1177 |      3.7370 |  446.6642 | 1073.4662 |    7.5540 | 
  117 | 13m26s |    0.54553 |       32.4145 |    7.7100 |    2.9791 |      21.4194 |      4.7054 |  624.2885 | 1209.0211 |    7.9316 | 
  118 | 12m14s |    0.54310 |       39.0315 |    8.2454 |    7.2672 |      22.3350 |      2.1687 |  613.4651 | 1698.6589 |   10.0925 | 
  119 | 13m29s |    0.54770 |       25.6235 |    6.2558 |    4.2162 |      24.5327 |      3.7380 |  403.5471 | 1261.3037 |    5.9474 | 
  120 | 12m35s |    0.54526 |       31.0038 |    6.0052 |    6.1012 |      24.2276 |      4.3624 |  652.3623 | 1502.2201 |    5.5191 | 
  121 | 10m00s |    0.50826 |        5.8393 |   11.9214 |    4.9563 |       9.0995 |      8.4298 |  529.0458 | 1701.7919 |    6.1499 | 
  122 | 13m05s |    0.54850 |       24.1945 |    6.4148 |    4.3920 |      21.4094 |      3.1340 |  404.9273 | 1182.9549 |    7.3476 | 
  123 | 13m20s |    0.54928 |       26.3442 |    6.9966 |    4.0205 |      22.4726 |      3.3021 |  435.3074 | 1072.4390 |    6.7549 | 
  124 | 13m53s |    0.53848 |       30.5660 |   11.1807 |    4.8976 |      24.5875 |      5.9740 |  767.7783 |  748.9807 |    9.6311 | 
  125 | 13m42s |    0.54043 |       32.1850 |    5.0811 |    4.6495 |      22.8217 |      6.6941 |  719.2908 |  963.7178 |    3.7751 | 
  126 | 13m50s |    0.54928 |       26.6692 |    6.7600 |    3.8129 |      20.0413 |      3.3372 |  452.3297 |  851.2107 |    8.2091 | 
  127 | 13m21s |    0.54790 |       26.2192 |    6.5640 |    4.8068 |      24.8642 |      2.7780 |  375.5976 | 1235.7071 |    7.6187 | 
  128 | 13m28s |    0.54548 |       31.1060 |    9.8761 |    3.7760 |      22.1841 |      5.3603 |  636.3345 | 1008.1668 |    7.4281 | 
  129 | 13m57s |    0.54347 |       30.6768 |    6.7169 |    4.3380 |      21.7643 |      4.1542 |  647.7307 |  738.6932 |    7.2738 | 
  130 | 14m01s |    0.54965 |       29.1148 |    6.9776 |    3.7391 |      20.6958 |      3.3498 |  433.9898 |  948.2401 |    8.1432 | 
  131 | 13m10s |    0.54664 |       29.8345 |    6.0678 |    4.9816 |      23.5019 |      4.5597 |  610.8262 | 1134.9675 |    6.2193 | 
  132 | 14m53s |    0.54420 |       37.2914 |   13.1828 |    3.0433 |      25.4251 |      5.5622 |  537.6779 | 1043.9144 |   11.4532 | 
  133 | 13m53s |    0.54904 |       25.4859 |    6.5083 |    4.2256 |      23.2531 |      3.0365 |  348.2074 | 1033.5020 |    7.9066 | 
  134 | 13m11s |    0.54913 |       24.2164 |    6.9358 |    4.3741 |      23.9051 |      3.2221 |  470.4625 | 1108.2675 |    8.4742 | 
  135 | 12m21s |    0.54710 |       27.5774 |    8.1018 |    4.3796 |      14.3025 |      2.7884 |  450.1228 | 1289.9872 |    8.2950 | 
  136 | 12m43s |    0.54768 |       25.4894 |    7.0962 |    5.0813 |      24.2862 |      3.3891 |  500.8642 | 1318.9806 |    7.0316 | 
  137 | 13m55s |    0.54794 |       29.7081 |    7.0542 |    3.7818 |      20.2793 |      4.2017 |  521.0324 |  921.7110 |    9.0584 | 
  138 | 13m41s |    0.54896 |       27.6992 |    6.9388 |    4.2960 |      26.0892 |      3.6552 |  506.5250 | 1052.9509 |    7.5419 | 
  139 | 12m02s |    0.54412 |       32.7046 |    7.7324 |    5.8737 |      20.9446 |      3.5809 |  810.6617 | 1573.1780 |    6.7682 | 
  140 | 13m35s |    0.54877 |       26.0727 |    6.9666 |    4.0225 |      23.3932 |      4.1004 |  507.1515 | 1002.1683 |    7.5339 | 
  141 | 14m10s |    0.54894 |       26.1758 |    6.6186 |    4.2387 |      24.2366 |      3.1402 |  411.3722 |  785.4385 |    7.8936 | 
  142 | 13m32s |    0.54203 |       27.3529 |    5.8026 |    4.6103 |      19.8512 |      5.1891 |  375.6401 | 1910.3627 |    7.6723 | 
  143 | 13m53s |    0.54717 |       31.5892 |    5.4159 |    4.4555 |      27.0594 |      3.3817 |  597.9868 | 1359.6347 |   13.6672 | 
  144 | 13m22s |    0.54718 |       28.5298 |    5.8936 |    5.0468 |      24.2985 |      3.5080 |  459.8183 | 1533.3761 |    9.3374 | 
  145 | 13m02s |    0.54736 |       30.3014 |    6.2152 |    5.0436 |      24.5111 |      3.5942 |  648.8891 | 1470.8021 |   10.1979 | 
  146 | 14m56s |    0.54813 |       27.6238 |    6.9121 |    4.0153 |      20.6297 |      2.8940 |  348.5175 |  687.8133 |    8.9755 | 
  147 | 12m20s |    0.54441 |       30.8143 |    6.3051 |    5.2022 |      24.9418 |      1.9249 |  799.0039 | 1602.3934 |   10.3375 | 
  148 | 13m38s |    0.54848 |       29.6742 |    5.9321 |    4.6344 |      25.5617 |      3.4252 |  574.6714 | 1231.8797 |   10.3364 | 
  149 | 13m13s |    0.54143 |       30.7911 |   13.5633 |    2.6047 |      16.3673 |      5.2682 |  669.0088 | 1096.5825 |   11.6992 | 
  150 | 13m49s |    0.54890 |       27.8857 |    6.6074 |    4.2589 |      23.5284 |      3.0592 |  488.2220 |  882.9227 |    8.8041 | 
  151 | 13m34s |    0.54635 |       32.1808 |    6.9146 |    4.5686 |      24.5347 |      3.7334 |  692.9521 | 1001.3407 |    9.3830 | 
  152 | 13m51s |    0.54915 |       26.8188 |    7.2944 |    4.2586 |      23.5781 |      3.4584 |  455.9288 |  921.1178 |    8.2281 | 
  153 | 12m39s |    0.54642 |       31.6398 |    7.1003 |    5.1609 |      23.8486 |      2.9044 |  674.3753 | 1394.4715 |    8.1028 | 
  154 | 13m22s |    0.54509 |       34.0563 |    8.2236 |    4.3951 |      22.3001 |      4.7067 |  715.1531 | 1027.1905 |    8.5326 | 
  155 | 13m46s |    0.54924 |       25.8264 |    6.2432 |    4.2535 |      25.6366 |      3.4687 |  410.6902 | 1117.8995 |    8.2707 | 
  156 | 13m15s |    0.54700 |       26.0644 |    5.9056 |    4.8099 |      22.4110 |      4.1375 |  454.9670 | 1475.4412 |    7.3638 | 
  157 | 13m56s |    0.54859 |       31.0200 |    6.3516 |    4.1583 |      23.9834 |      3.7472 |  517.1467 |  971.8568 |    8.2333 | 
  158 | 13m35s |    0.54779 |       32.4488 |    6.8299 |    4.5377 |      24.1605 |      3.5041 |  584.6454 | 1289.3631 |   11.5290 | 
  159 | 13m47s |    0.54831 |       28.0219 |    7.0436 |    4.2258 |      20.4851 |      3.1705 |  344.5061 | 1081.8067 |    8.9108 | 
  160 | 12m54s |    0.54222 |       31.2659 |    5.3146 |    6.7442 |      20.6977 |      7.7510 |  586.4813 | 1764.7708 |    5.2742 | 
  161 | 13m18s |    0.54800 |       28.6373 |    5.8590 |    4.9595 |      21.8196 |      3.2613 |  551.0479 | 1276.4104 |   10.3807 | 
  162 | 12m26s |    0.54750 |       27.7147 |    7.5573 |    3.7917 |      12.6525 |      2.9727 |  537.0182 | 1046.8629 |    8.0810 | 
  163 | 12m40s |    0.54266 |       30.2157 |    6.5373 |    5.2144 |       9.0971 |      2.7185 |  416.8403 | 1639.1884 |   10.2822 | 
  164 | 12m24s |    0.54354 |       31.4021 |    8.5827 |    4.6570 |      11.9882 |      2.4289 |  729.9013 | 1458.1316 |   10.4837 | 
  165 | 14m53s |    0.54474 |       21.3186 |    7.5209 |    5.5707 |      29.8368 |      4.9152 |  725.0602 | 1095.6652 |    6.5375 | 
  166 | 14m29s |    0.54848 |       29.5265 |    6.4203 |    4.9815 |      25.2025 |      3.5581 |  483.0612 | 1215.0527 |    8.9754 | 
  167 | 13m48s |    0.54681 |       26.7898 |    6.7410 |    4.9022 |      25.9776 |      4.0437 |  624.2483 |  936.9321 |    8.1907 | 
  168 | 12m21s |    0.54600 |       31.8933 |    7.5671 |    5.0791 |      19.1722 |      3.0034 |  682.8089 | 1499.0155 |    9.7939 | 
  169 | 14m03s |    0.54623 |       29.7566 |    7.3196 |    5.4146 |      22.3028 |      3.3275 |  584.2016 | 1666.4299 |    9.0957 | 
  170 | 13m42s |    0.54755 |       27.5098 |    6.6027 |    5.2844 |      25.8422 |      4.2843 |  629.4739 | 1362.6694 |    8.1394 | 
  171 | 13m40s |    0.54849 |       25.3780 |    5.7306 |    4.6934 |      26.1302 |      3.5264 |  505.9108 | 1326.0144 |    8.6468 | 
